Date,Target,Sector,Country,Transaction Type,Deal Value (USD/MLNS),Investor(s),Target_symbol,Investors_symbol,Target_Name_in_API,Investors_Name_in_API
2015-02-20,Goldcorp - Wharf gold mine,Metals/Mining,United States,Divestiture,105,"Coeur Mining, Inc., 104 South Michigan Avenue, Suite 900, Chicago, Illinois, 60603, United States, (312) 489-5800, www.coeur.com",,CDE,,"Coeur Mining, Inc."
2015-02-04,"Thermo Fluids, Inc.",Environmental,United States,Divestiture,85,"Clean Harbors, Inc., 42 Longwater Drive, PO Box 9149, Norwell, Massachusetts, 02061, United States, (781) 792-5000, www.cleanharbors.com",,CLH,,"Clean Harbors, Inc."
2015-02-04,Endomondo,Internet Software and Services,Denmark,Add-on Acquisition,85,"Under Armour, Inc., 1020 Hull Street, Baltimore, Maryland, 21230, United States, (410) 454-6428, www.underarmour.com",,UA,,"Under Armour, Inc."
2015-02-04,F-Secure - Personal Cloud Assets,Internet Software and Services,Finland,Divestiture,60,"Synchronoss Technologies, Inc., 200 Crossing Boulevard 8th Floor, Bridgewater, New Jersey, 08807, United States, (866) 620-3940, www.synchronoss.com",,SNCR,,"Synchronoss Technologies, Inc."
2015-02-20,African Reinsurance Corp.,Insurance,Nigeria,Stake Purchase,59.73,"AXA SA, 25, avenue Matignon, Paris, 75008, France, +33 1 4075 5700, www.axa.com",,CS.PA,,AXA SA
2015-02-02,Ideal Pipe Ltd.,Building Materials,Canada,Add-on Acquisition,56.8,"Advanced Drainage Systems, Inc., 4640 Trueman Boulevard, Hilliard, Ohio,  43026, United States, (614) 658-0050, www.ads-pipe.com",,WMS,,"Advanced Drainage Systems, Inc."
2015-02-02,"Dolce Hotels and Resorts, Inc.",Leisure,United States,Add-on Acquisition,56,"Wyndham Destinations, Inc., 6277 Sea Harbor Drive, Orlando, Florida, 32821, United States, (407) 626-5200, www.wyndhamdestinations.com",,WYND,,"Wyndham Destinations, Inc."
2015-02-25,"Branch Medical Group, Inc.",Medical Products,United States,Add-on Acquisition,52.9,"Globus Medical, Inc., 2560 General Armistead Avenue, Audubon, Pennsylvania, 19403, United States, (610) 930-1800, www.globusmedical.com",,GMED,,"Globus Medical, Inc."
2015-02-24,"RPM Direct, LLC",Information Services,United States,Add-on Acquisition,47,"ExlService Holdings, Inc., 320 Park Avenue 29th Floor, New York, New York, 10022, United States, (212) 277-7100, www.exlservice.com",,EXLS,,"ExlService Holdings, Inc."
2015-02-11,Niche Project Inc.,Internet Software and Services,United States,Add-on Acquisition,30,"Twitter, Inc., 1355 Market Street, Suite 900, San Francisco, California, 94103, United States, (415) 222-9670, www.twitter.com",,TWTR,,"Twitter, Inc."
2015-02-10,Appsfire SAS,Internet Software and Services,France,Add-on Acquisition,30,"Madvertise SA, 56 rue de Billancourt Boulogne-Billancourt, Paris, 92100, France, www.madvertise.com",,ALMNG.PA,,madvertise
2015-02-24,The Cash Pawn L.P.,Financial Services,United States,Add-on Acquisition,16.75,"EZCORP, Inc., Building One Suite 200 2500 Bee Cave Road, Austin, Texas, 78746, United States, (512) 314-3400, www.ezcorp.com",,EZPW,,"EZCORP, Inc."
2015-02-25,Colonial American Bank,Financial Services,United States,Add-on Acquisition,11.3,"OceanFirst Financial Corp., 110 West Front Street, Red Bank, New Jersey, 07701, United States, (732) 240-4500, www.oceanfirst.com",,OCFC,,OceanFirst Financial Corp.
2015-02-23,"MRLB International, Inc.",Healthcare Services,United States,Add-on Acquisition,10,"Cantel Medical Corp., 150 Clove Road, 9th Floor, Little Falls, New Jersey, 07424, United States, (973) 890-7220, www.cantelmedical.com",,CMD,,Cantel Medical Corp.
2015-02-18,Gold Royalties Corp.,Metals/Mining,Canada,Add-on Acquisition,4.33,"Sandstorm Gold Ltd., 400 Burrard Street, Suite 1400, Vancouver, British Columbia, V6C 3A6, Canada, (604) 689-0234, www.sandstormgold.com",,SSL.TO,,Sandstorm Gold Ltd.
2015-03-17,"Allergan, Inc.",Life Science,United States,Add-on Acquisition,70500,"Allergan plc, Morris Corporate Center III, 400 Interpace Parkway, Parsippany, New Jersey, 07054, United States, (862) 261-7000, www.allergan.com",,AGN,,Allergan plc
2015-03-02,FreeScale Semiconductor Ltd.,Semiconductors,United States,Merger,11800,"NXP Semiconductors N.V., High Tech Campus Eindhoven 60, Eindhoven, 5656 AG, Netherlands, +31 40 272 9999, www.nxp.com",,NXPI,,NXP Semiconductors N.V.
2015-03-31,Bright House Networks LLC,Communications,United States,Divestiture,10400,"Charter Communications, Inc., 400 Atlantic Street, Stamford, Connecticut, 06901, United States, (203) 905-7801, www.corporate.charter.com",,CHTR,,"Charter Communications, Inc."
2015-03-03,OneMain Financial,Financial Services,United States,Divestiture,4250,"OneMain Holdings, Inc., 601 N.W. Second Street, Evansville, Indiana, 47708, United States, (812) 424-8031, www.onemainfinancial.com",,OMF,,"OneMain Holdings, Inc."
2015-03-09,Wood Mackenzie Ltd.,Information Services,United States,Add-on Acquisition,2847.89,"Verisk Analytics, Inc., 545 Washington Boulevard, Jersey City, New Jersey, 07310, United States, (201) 469-3000, www.verisk.com",,VRSK,,"Verisk Analytics, Inc."
2015-03-02,Platinum Underwriters Holdings Ltd.,Insurance,Bermuda,Add-on Acquisition,1900,"RenaissanceRe Holdings Ltd., Renaissance House 12 Crow Lane, Pembroke, HM 19, Bermuda, (441) 295-4513, www.renre.com",,RNR,,RenaissanceRe Holdings Ltd.
2015-03-02,"Paydiant, Inc.",Financial Services,United States,Add-on Acquisition,280,"PayPal Holdings, Inc., 2211 North First Street, San Jose, California, 95131, United States, (408) 967-1000, www.paypal.com",,PYPL,,"PayPal Holdings, Inc."
2015-03-25,"First Security Group, Inc.",Financial Services,United States,Merger,160,"Atlantic Capital Bancshares, Inc., Resurgens Plaza Suite 1600 945 East Paces Ferry Road NE, Atlanta, Georgia, 30326, United States, (404) 995-6050, www.atlanticcapitalbank.com",,ACBI,,"Atlantic Capital Bancshares, Inc."
2015-03-19,Procter & Gamble - Rochas brand,Consumer Products,United States,Divestiture,108,"Inter Parfums, Inc., 551 Fifth Avenue, 15th Floor, New York, New York, 10176, United States, (212) 983-2640, www.interparfumsinc.com",,IPAR,,"Inter Parfums, Inc."
2015-03-04,American Greetings Corp - Strawberry Shortcake Brand And Related Assets,Business Services,United States,Divestiture,105,"Iconix Brand Group, Inc., 1450 Broadway, 3rd floor, New York, New York, 10018, United States, (212) 730-0030, www.iconixbrand.com",,ICON,,"Iconix Brand Group, Inc."
2015-03-31,Sanchez Energy Corp. - Non-Core Producing Assets,Energy Services and Equipment,United States,Divestiture,85,"Sanchez Midstream Partners LP, 1000 Main Street, Suite 3000, Houston, Texas, 77002, United States, (713) 783-8000, www.sanchezmidstream.com",,SNMP,,Sanchez Midstream Partners LP
2015-03-27,By The Bridge Ltd.,Business Services,United Kingdom,Add-on Acquisition,67.73,"Cambian Group, 4th Floor, Waterfront Manbre Wharf, Manbre Road, Hammersmith Embankment, London, W6 9RH, United Kingdom, +44 800 138 1418, www.cambiangroup.com",,RH,,RH
2015-03-31,"eNeura, Inc.",Medical Products,United States,Add-on Acquisition,65,"Orthofix Medical Inc., 3451 Plano Parkway, Lewisville, Texas, 75056, United States, (214) 937-2000, www.orthofix.com",,OFIX,,Orthofix Medical Inc.
2015-03-10,UX Specialized Logistics,Business Services,United States,Add-on Acquisition,59,"XPO Logistics, Inc., Five Greenwich Office Park, Greenwich, Connecticut, 06831, United States, (855) 976-6951, www.xpo.com",,XPO,,"XPO Logistics, Inc."
2015-03-18,"4D Pharmacy Management Systems, Inc.",Healthcare Services,United States,Add-on Acquisition,55,"Magellan Health, Inc., 4801 East Washington Street, Phoenix, Arizona, 85034, United States, (800) 642-1716, www.magellanhealth.com",,MGLN,,"Magellan Health, Inc."
2015-03-12,"ReVera, Inc.",Test/Measurement Equipment,United States,Add-on Acquisition,46.5,"Nova Measuring Instruments Ltd., Weizmann Science Park, Rehovot, 7610201, Israel, +972 73 229 5600, www.nova.co.il",,NVMI,,Nova Measuring Instruments Ltd.
2015-03-02,Emerging Threats Pro LLC,Software,United States,Add-on Acquisition,40,"Proofpoint, Inc., 892 Ross Drive, Sunnyvale, California, 94089, United States, (408) 517-4710, www.proofpoint.com",,PFPT,,"Proofpoint, Inc."
2015-03-12,"BDI Insulation, Inc.",Construction,United States,Add-on Acquisition,36,"Installed Building Products, Inc., 495 South High Street, Suite 50, Columbus, Ohio, 43215, United States, (614) 221-3399, www.installedbuildingproducts.com",,IBP,,"Installed Building Products, Inc."
2015-03-02,Pharmacare Fulfillment Center Ltd. (dba Care Plus Group),Business Services,Canada,Add-on Acquisition,34,"CareRx Corporation, 20 Eglinton Avenue West, Suite 2100, Toronto, Ontario, M4R 1K8, Canada, (800) 265-9197, www.carerx.ca",,CHH.TO,,CareRx Corporation
2015-03-09,Global Liberty Insurance Company of New York,Insurance,United States,Add-on Acquisition,25,"Atlas Financial Holdings, Inc., 953 American Lane, Schaumburg, Illinois, 60173, United States, (847) 472-6700, www.atlas-fin.com",,AFH,,"Atlas Financial Holdings, Inc."
2015-03-02,"Nexgen Wireless, Inc.",Software,United States,Add-on Acquisition,22.5,"PCTEL, Inc., 471 Brighton Drive, Bloomingdale, Illinois, 60108, United States, (630) 372-6800, www.pctel.com",,PCTI,,"PCTEL, Inc."
2015-03-05,"FitStar Labs, Inc.",Software,United States,Add-on Acquisition,17.8,"Fitbit, Inc., 199 Fremont Street 14th Floor, San Francisco, California, 94105, United States, (415) 513-1000, www.fitbit.com",,FIT,,"Fitbit, Inc."
2015-03-12,KMVT-TV & KSVT-TV ,Media,United States,Divestiture,17.5,"Gray Television, Inc., 4370 Peachtree Road, NE, Atlanta, Georgia, 30319, United States, (404) 504-9828, www.gray.tv",,GTN-A,,"Gray Television, Inc."
2015-03-09,TCNB Financial Corp.,Financial Services,United States,Add-on Acquisition,17.2,"Civista Bancshares, Inc., 100 East Water Street, PO Box 5016, Sandusky, Ohio, 44870, United States, (419) 625-4121, www.civb.com",,CIVBP,,"Civista Bancshares, Inc."
2015-03-20,"CPI Binani, Inc.",Plastics,United States,Divestiture,15,"Core Molding Technologies, Inc., 800 Manor Park Drive, Columbus, Ohio, 43228, United States, (614) 870-5000, www.coremt.com",,CMT,,"Core Molding Technologies, Inc."
2015-03-18,Precisive LLC,Electrical Equipment,United States,Add-on Acquisition,13,"MKS Instruments, Inc., 2 Tech Drive, Suite 201, Andover, Massachusetts, 01810, United States, (978) 645-5500, www.mksinst.com",,MKSI,,"MKS Instruments, Inc."
2015-04-08,BG Group plc,Oil/Gas Exploration,United Kingdom,Add-on Acquisition,72351.77,"Royal Dutch Shell plc, Carel van Bylandtlaan 30, The Hague, 2596 HR, Netherlands, +31 70 377 9111, www.shell.com",,RDS-B,,Royal Dutch Shell plc
2015-04-29,Norbert Dentressangle SA,Transportation,France,Add-on Acquisition,3560,"XPO Logistics, Inc., Five Greenwich Office Park, Greenwich, Connecticut, 06831, United States, (855) 976-6951, www.xpo.com",,XPO,,"XPO Logistics, Inc."
2015-04-13,"ProBuild Holdings, Inc.",Distribution,United States,Add-on Acquisition,1630,"Builders FirstSource, Inc., 2001 Bryan Street, Suite 1600, Dallas, Texas, 75201, United States, (214) 880-3500, www.bldr.com",,BLDR,,"Builders FirstSource, Inc."
2015-04-20,BASE Company nv,Communications,Belgium,Add-on Acquisition,1400,"Telenet Group Holding NV, Neerveldstraat 105, Woluwe-Saint-Lambert, 1200, Belgium, +32 484 00 62 00, www.telenet.be",,TNET.BR,,Telenet Group Holding NV
2015-04-29,"Tropicana Las Vegas, Inc.",Gaming,United States,Add-on Acquisition,360,"Penn National Gaming, Inc., 825 Berkshire Boulevard, Suite 200, Wyomissing, Pennsylvania, 19610, United States, (610) 373-2400, www.pngaming.com",,PENN,,"Penn National Gaming, Inc."
2015-04-24,IDIS Ltd.,Distribution,United Kingdom,Add-on Acquisition,346.36,"Clinigen Group plc, Pitcairn House Crown Square Centrum 100, Burton-on-Trent, DE14 2WW, United Kingdom, +44 1283 495 010, www.clinigengroup.com",IDIP.PA,,IDI,
2015-04-30,"Entropic Communications, Inc.",Semiconductors,United States,Add-on Acquisition,287,"MaxLinear, Inc., 5966 La Place Court, Suite 100, Carlsbad, California, 92008, United States, (760) 692-0711, www.maxlinear.com",,MXL,,"MaxLinear, Inc."
2015-04-13,Sun Media Corp.,Publishing,Canada,Divestiture,240.18,"Postmedia Network Canada Corp., 365 Bloor Street East, Toronto, Ontario, M4W 3L4, Canada, (416) 383-2300, www.postmedia.com",,PNC-B.TO,,Postmedia Network Canada Corp.
2015-04-01,BioRx LLC,Life Science,United States,Add-on Acquisition,210,"Diplomat Pharmacy, Inc., 4100 South Saginaw Street, Flint, Michigan, 48507, United States, (888) 720-4450, www.diplomat.is",,DPLO,,"Diplomat Pharmacy, Inc."
2015-04-10,"AdvancedCath, Inc.",Medical Products,United States,Add-on Acquisition,190,"TE Connectivity Ltd., Rheinstrasse 20, Schaffhausen, 8200, Switzerland, +41 52 633 66 77, www.te.com",,TEL,,TE Connectivity Ltd.
2015-04-07,"Del Monte Capitol Meat Co., Inc.",Food,United States,Add-on Acquisition,185.1,"The Chefs' Warehouse, Inc., 100 East Ridge Road, Ridgefield, Connecticut, 06877, United States, (203) 894-1345, www.chefswarehouse.com",,CHEF,,"The Chefs' Warehouse, Inc."
2015-04-29,Apartment Finder,Internet Software and Services,United States,Divestiture,170,"CoStar Group, Inc., 1331 L Street NW, Washington, District of Columbia, 20005, United States, (202) 346-6500, www.costargroup.com",,CSGP,,"CoStar Group, Inc."
2015-04-09,Maggiore Rent SpA,Retail,Italy,Add-on Acquisition,160,"Avis Budget Group, Inc., 6 Sylvan Way, Parsippany, New Jersey, 07054, United States, (973) 496-4700, www.avisbudgetgroup.com",,CAR,,"Avis Budget Group, Inc."
2015-04-01,City Index (Holdings) Ltd.,Financial Services,United Kingdom,Add-on Acquisition,148,"GAIN Capital Holdings, Inc., 135 US Highway 202/206, Suite 11, Bedminster, New Jersey, 07921, United States, (908) 731-0700, www.gaincapital.com",,GCAP,,"GAIN Capital Holdings, Inc."
2015-04-17,Paramount Gold and Silver Corp. ,Metals/Mining,Canada,Add-on Acquisition,146,"Coeur Mining, Inc., 104 South Michigan Avenue, Suite 900, Chicago, Illinois, 60603, United States, (312) 489-5800, www.coeur.com",,CDE,,"Coeur Mining, Inc."
2015-04-14,"ActiveVideo Networks, Inc.",Internet Software and Services,United States,Add-on Acquisition,135,"ARRIS International plc, 3871 Lakefield Drive, Suwanee, Georgia, 30024, United States, (678) 473-2000, www.arrisi.com\nCharter Communications, Inc., 400 Atlantic Street, Stamford, Connecticut, 06901, United States, (203) 905-7801, www.corporate.charter.com",,CHTR,,"Charter Communications, Inc."
2015-04-01,Mid Pac Petroleum LLC,Oil/Gas Exploration,United States,Divestiture,107,"Par Pacific Holdings, Inc., 825 Town & Country Lane Suite 1500, Houston, Texas, 77024, United States, (281) 899-4800, www.parpacific.com",,PARR,,"Par Pacific Holdings, Inc."
2015-04-07,Lacoon Security Ltd.,Internet Software and Services,Israel,Add-on Acquisition,100,"Check Point Software Technologies Ltd., 5 Haa Solelim Street, Tel Aviv, 67897, Israel, +972 3 753 4555, www.checkpoint.com",,CHKP,,Check Point Software Technologies Ltd.
2015-04-13,Orad Hi Tec Systems Ltd.,Software,Israel,Add-on Acquisition,60,"Avid Technology, Inc., 75 Network Drive, Burlington, Massachusetts, 01803, United States, (978) 640-6789, www.avid.com",,AVID,,"Avid Technology, Inc."
2015-04-12,Orad Hi-Tec Systems Ltd.,Information Technology,Israel,Add-on Acquisition,60,"Avid Technology, Inc., 75 Network Drive, Burlington, Massachusetts, 01803, United States, (978) 640-6789, www.avid.com",,AVID,,"Avid Technology, Inc."
2015-04-01,"FBC Bancshares, Inc.",Financial Services,United States,Add-on Acquisition,59,"First Financial Bankshares, Inc., 400 Pine Street, Abilene, Texas, 79601, United States, (325) 627-7155, www.ffin.com",,FFIN,,"First Financial Bankshares, Inc."
2015-04-01,Assigned Risk Solutions Ltd.,Insurance,United States,Divestiture,47,"National General Holdings Corp., 59 Maiden Lane, 38th Floor, New York, New York, 10038, United States, (212) 380-9500, www.nationalgeneral.com",,NGHCO,,National General Holdings Corp.
2015-04-22,"DriveFactor, Inc.",Technology Hardware,United States,Add-on Acquisition,22,"Safeguard Scientifics, Inc., 100 Matsonford Road One Radnor Corporate Center Suite 110, adnor, Pennsylvania, 19087, United States, (610) 293-0600, www.safeguard.com",,SFE,,"Safeguard Scientifics, Inc."
2015-04-14,KPL Soluções Ltda,Software,Brazil,Add-on Acquisition,16,"MercadoLibre, Inc., Arias 3751, 7th Floor, Buenos Aires, C1430CRG, Argentina, +54 11 4640 8000, www.mercadolibre.com",,MELI,,"MercadoLibre, Inc."
2015-04-02,Moment.me,Internet Software and Services,United States,Add-on Acquisition,10,"Wix.com Ltd., 40 Namal Tel Aviv Street, Tel Aviv, 6350671, Israel, 972 3 545 4900, www.wix.com",,WIX,,Wix.com Ltd.
2015-04-08,"4Trust Mortgage, Inc.",Financial Services,United States,Add-on Acquisition,1.9,"First Financial Bankshares, Inc., 400 Pine Street, Abilene, Texas, 79601, United States, (325) 627-7155, www.ffin.com",,FFIN,,"First Financial Bankshares, Inc."
2015-05-26,"Time Warner Cable, Inc.",Communications,United States,Add-on Acquisition,78700,"Charter Communications, Inc., 400 Atlantic Street, Stamford, Connecticut, 06901, United States, (203) 905-7801, www.corporate.charter.com",,CHTR,,"Charter Communications, Inc."
2015-05-06,Synageva BioPharma Corp.,Life Science,United States,Add-on Acquisition,8400,"Alexion Pharmaceuticals, Inc., 121 Seaport Boulevard, Boston, Connecticut, 02210, United States, (203) 272-2596, www.alexion.com",,ALXN,,"Alexion Pharmaceuticals, Inc."
2015-05-18,"Par Pharmaceutical Companies, Inc.",Life Science,United States,Add-on Acquisition,8050,"Endo International plc, Minerva House First Floor Simmonscourt Road Ballsbridge, Dublin, Ireland, 353 1 268 2000, www.endo.com",,ENDP,,Endo International plc
2015-05-18,"Ann, Inc.",Retail,United States,Add-on Acquisition,2160,"Ascena Retail Group, Inc., 933 MacArthur Boulevard, Mahwah, New Jersey, 07430, United States, (551) 777-6700, www.ascenaretail.com",,ASNA,,"Ascena Retail Group, Inc."
2015-05-22,"Armored AutoGroup, Inc.",Automotive,United States,Add-on Acquisition,1400,"Spectrum Brands Holdings, Inc., 3001 Deming Way, Middleton, Wisconsin, 53562, United States, (608) 275-3340, www.spectrumbrands.com",,SPB,,"Spectrum Brands Holdings, Inc."
